App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
Navigation for Google Maps Go,com.google.android.apps.navlite,Travel & Local,4.3,244347.0,"100,000,000+",100000000.0,403692575,True,0.0,USD,22M,4.4 and up,Google LLC,https://maps.google.com/about/,apps-help@google.com,"Jul 25, 2018","Jan 27, 2021",Everyone,http://www.google.com/policies/privacy,True,False,False,2021-06-15 22:27:46
"BIGO LIVE–Live Stream, Live Chat, Go Live",sg.bigo.live,Social,4.3,4552685.0,"100,000,000+",100000000.0,402862640,True,0.0,USD,63M,4.4 and up,BIGO TECHNOLOGY PTE. LTD.,https://www.bigo.tv/,feedback@bigo.tv,"Mar 10, 2016","Jun 15, 2021",Teen,https://mobile.bigo.tv/live/policy.html,False,True,False,2021-06-16 00:53:15
TikTok,com.ss.android.ugc.trill,Video Players & Editors,4.2,10452529.0,"100,000,000+",100000000.0,402385713,True,0.0,USD,89M,4.4 and up,TikTok Pte. Ltd.,https://www.tiktok.com/,feedback@tiktok.com,"May 7, 2017","Jun 15, 2021",Teen,https://www.tiktok.com/legal/privacy-policy,False,False,False,2021-06-16 08:24:24
Talking Tom Gold Run,com.outfit7.talkingtomgoldrun,Action,4.4,4744721.0,"100,000,000+",100000000.0,398629098,True,0.0,USD,104M,5.0 and up,Outfit7 Limited,http://outfit7.com/contact/android/,support@outfit7.com,"Jul 13, 2016","May 18, 2021",Everyone,http://outfit7.com/privacy/,True,True,True,2021-06-16 06:37:42
Magic Tiles 3,com.youmusic.magictiles,Music,4.1,2403892.0,"100,000,000+",100000000.0,398429863,True,0.0,USD,Varies with device,5.0 and up,AMANOTES PTE LTD,https://amanotes.com/,support@amanotes.com,"Feb 24, 2017","Jun 04, 2021",Everyone,https://amanotes.com/privacy-policy,True,True,False,2021-06-16 03:41:40
Motorola Notifications,com.motorola.ccc.notification,Productivity,4.1,56105.0,"100,000,000+",100000000.0,397002859,True,0.0,USD,Varies with device,Varies with device,Motorola Mobility LLC.,http://www.motorola.com/support,playstor@motorola.com,,"Aug 04, 2020",Everyone,http://www.motorola.com/device-privacy,False,False,False,2021-06-16 10:46:08
Zombie Tsunami,net.mobigame.zombietsunami,Arcade,4.4,5911794.0,"100,000,000+",100000000.0,395942266,True,0.0,USD,67M,4.4 and up,Mobigame S.A.R.L.,http://www.mobigame.net,androidsupport.zombietsunami@mobigame.zendesk.com,"Sep 10, 2013","Apr 13, 2021",Everyone 10+,http://mobigame.net/legal/privacy.html,True,True,False,2021-06-16 07:56:06
MyJio: For Everything Jio,com.jio.myjio,Productivity,4.2,11961069.0,"100,000,000+",100000000.0,395736952,True,0.0,USD,52M,5.0 and up,Jio Platforms Limited,http://www.jio.com,care@jio.com,"Mar 9, 2018","May 20, 2021",Everyone,https://www.jio.com/en-in/privacy-policy,False,False,False,2021-06-16 01:22:13
"Tripadvisor: Hotels, Activities & Restaurants",com.tripadvisor.tripadvisor,Travel & Local,4.4,1390343.0,"100,000,000+",100000000.0,392841385,True,0.0,USD,Varies with device,Varies with device,Tripadvisor,https://www.tripadvisor.com/help,mobilehelp@tripadvisor.com,"Jul 12, 2010","Jun 15, 2021",Everyone,https://www.tripadvisor.com/pages/privacy.html,True,False,False,2021-06-16 09:41:37
Extreme Car Driving Simulator,com.aim.racing,Racing,4.3,3637681.0,"100,000,000+",100000000.0,390951656,True,0.0,USD,69M,4.4 and up,AxesInMotion Racing,http://www.axesinmotion.com,support@axesinmotion.com,"Jul 15, 2014","Apr 29, 2021",Everyone,http://www.axesinmotion.com/privacy,True,True,False,2021-06-16 08:35:32
"AVG AntiVirus Free & Mobile Security, Photo Vault",com.antivirus,Tools,4.7,7160184.0,"100,000,000+",100000000.0,390847051,True,0.0,USD,49M,5.0 and up,AVG Mobile,http://www.avg.com/,mobile-support@avg.com,,"Jun 09, 2021",Everyone,http://www.avg.com/privacy,True,True,False,2021-06-16 05:57:08
Hungry Shark Evolution - Offline survival game,com.fgol.HungrySharkEvolution,Arcade,4.4,7213140.0,"100,000,000+",100000000.0,390613416,True,0.0,USD,Varies with device,Varies with device,Ubisoft Entertainment,https://www.ubisoft.com/,android.support@ubisoft.com,"Feb 22, 2013","Jun 14, 2021",Teen,http://r-mob.ubi.com/?a=PrivacyPolicyUS,True,True,False,2021-06-16 01:46:01
Talking Tom Cat 2,com.outfit7.talkingtom2free,Entertainment,4.4,3331076.0,"100,000,000+",100000000.0,390576230,True,0.0,USD,53M,4.4 and up,Outfit7 Limited,http://outfit7.com/contact/android/,support@outfit7.com,"Aug 22, 2011","May 13, 2021",Everyone 10+,http://outfit7.com/privacy/,True,True,False,2021-06-16 06:29:05
"FaceApp - Face Editor, Makeover & Beauty App",io.faceapp,Photography,4.6,3772158.0,"100,000,000+",100000000.0,386543731,True,0.0,USD,36M,5.0 and up,FaceApp Technology Ltd,http://www.faceapp.com,support.android@faceapp.com,"Feb 14, 2017","Jun 15, 2021",Everyone,http://www.faceapp.com/privacy,True,True,False,2021-06-16 02:37:00
"WPS Office - Free Office Suite for Word,PDF,Excel",cn.wps.moffice_eng,Productivity,4.6,3037959.0,"100,000,000+",100000000.0,381092446,True,0.0,USD,121M,5.0 and up,WPS SOFTWARE PTE. LTD.,http://www.wps.com,feedback@wps.com,"Jul 21, 2011","Jun 11, 2021",Everyone,http://wps.com/privacy-policy/,True,True,False,2021-06-16 01:17:27
Video Editor & Video Maker - InShot,com.camerasideas.instashot,Photography,4.8,10680340.0,"100,000,000+",100000000.0,380356349,True,0.0,USD,59M,5.0 and up,InShot Video Editor,http://inshot.com,inshot.android@inshot.com,"Mar 5, 2014","Jun 11, 2021",Everyone,http://inshotapp.com/website/InShotAndroid/privacypolicy.html,True,True,False,2021-06-16 02:30:36
FM Radio,com.motorola.fmplayer,Music & Audio,4.1,95074.0,"100,000,000+",100000000.0,379008865,True,0.0,USD,Varies with device,Varies with device,Motorola Mobility LLC.,http://www.motorola.com,playstor@motorola.com,"Nov 13, 2013","Dec 08, 2020",Everyone,http://www.motorola.com/device-privacy,False,False,False,2021-06-15 20:38:30
TikTok Lite,com.zhiliaoapp.musically.go,Social,4.3,2489060.0,"100,000,000+",100000000.0,378784999,True,0.0,USD,48M,4.1 and up,TikTok PTE.ltd.,,feedback@tiktok.com,,"Jun 10, 2021",Teen,https://www.tiktok.com/legal/privacy-policy,False,False,False,2021-06-16 01:28:51
"Waze - GPS, Maps, Traffic Alerts & Live Navigation",com.waze,Maps & Navigation,4.1,8318697.0,"100,000,000+",100000000.0,378234324,True,0.0,USD,88M,4.4 and up,Waze,http://www.waze.com,support@waze.com,,"May 23, 2021",Everyone,http://www.waze.com/legal/privacy/,True,False,False,2021-06-16 07:03:48
App vault,com.mi.android.globalpersonalassistant,Tools,3.9,150490.0,"100,000,000+",100000000.0,377855490,True,0.0,USD,11M,5.0 and up,Xiaomi Inc.,http://www.xiaomi.com,global-miui-devadmin@xiaomi.com,"Apr 2, 2018","Jul 15, 2020",Everyone,http://www.mi.com/en/about/privacy/,False,False,False,2021-06-16 09:31:12
Plants vs. Zombies FREE,com.ea.game.pvzfree_row,Strategy,4.3,5175621.0,"100,000,000+",100000000.0,377203720,True,0.0,USD,95M,4.4 and up,ELECTRONIC ARTS,http://ea.com/android,help@eamobile.com,"Nov 13, 2014","Apr 14, 2021",Everyone 10+,http://privacy.ea.com/en,True,True,False,2021-06-15 23:57:25
"Microsoft Office: Word, Excel, PowerPoint & More",com.microsoft.office.officehubrow,Productivity,4.3,342250.0,"100,000,000+",100000000.0,374936237,True,0.0,USD,Varies with device,Varies with device,Microsoft Corporation,https://products.office.com,offandfb@microsoft.com,"Feb 16, 2020","May 20, 2021",Everyone,http://go.microsoft.com/fwlink/?LinkID=507380,False,True,False,2021-06-16 04:45:33
Amazon Kindle,com.amazon.kindle,Books & Reference,4.7,1714733.0,"100,000,000+",100000000.0,373230108,True,0.0,USD,Varies with device,5.0 and up,Amazon Mobile LLC,http://www.amazon.com/kindleapps,kindle-cs-support@amazon.com,"Jun 28, 2010","Jun 04, 2021",Teen,https://www.amazon.com/gp/help/customer/display.html?nodeId=468496,True,False,False,2021-06-15 23:16:23
UC Mini-Download Video Status & Movies,com.uc.browser.en,Communication,4.0,4702405.0,"100,000,000+",100000000.0,371730598,True,0.0,USD,47M,4.4 and up,UCWeb Singapore Pte. Ltd.,https://m.ucweb.com/,help@idc.ucweb.com,"Aug 25, 2010","May 22, 2020",Teen,http://terms.alicdn.com/legal-agreement/terms/suit_bu1_uc/suit_bu1_uc201906261439_98147.html,True,False,False,2021-06-16 07:23:17
Gardenscapes,com.playrix.gardenscapes,Casual,4.3,10756538.0,"100,000,000+",100000000.0,370753807,True,0.0,USD,140M,4.2 and up,Playrix,https://www.playrix.com/gardenscapes/index.html,gardenscapes@playrix.com,"Aug 24, 2016","May 27, 2021",Everyone,https://www.playrix.com/privacy/index.html,True,True,True,2021-06-16 14:14:44
Tiny Flashlight + LED,com.devuni.flashlight,Tools,4.5,4267453.0,"100,000,000+",100000000.0,370191350,True,0.0,USD,Varies with device,Varies with device,Nikolay Ananiev,http://tinyflashlight.com/,support@tinyflashlight.com,"Jul 7, 2010","Dec 20, 2018",Everyone,http://tinyflashlight.com/privacypolicy.html,True,False,False,2021-06-16 12:09:02
Google Indic Keyboard,com.google.android.apps.inputmethod.hindi,Tools,4.3,615596.0,"100,000,000+",100000000.0,368586239,True,0.0,USD,Varies with device,Varies with device,Google LLC,http://www.google.com/inputtools/,apps-help@google.com,"Feb 27, 2013","Apr 19, 2018",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 10:17:26
Retrica - The Original Filter Camera,com.venticake.retrica,Photography,4.4,967745.0,"100,000,000+",100000000.0,365497289,True,0.0,USD,46M,Varies with device,"Retrica, Inc.",https://retrica.co,contact@retrica.co,"Apr 10, 2014","May 07, 2021",Everyone,http://retrica.co/privacy,True,True,False,2021-06-16 06:51:43
Tiles Hop: EDM Rush!,com.amanotes.beathopper,Music,4.3,2488885.0,"100,000,000+",100000000.0,361997020,True,0.0,USD,86M,4.4 and up,AMANOTES PTE LTD,http://amanotes.com,pama.support@amanotes.com,"Jan 16, 2018","Jun 11, 2021",Teen,http://amanotes.com/privacy-policy/,True,True,True,2021-06-16 00:05:53
Traffic Rider,com.skgames.trafficrider,Racing,4.3,7596304.0,"100,000,000+",100000000.0,361017652,True,0.0,USD,109M,5.0 and up,Soner Kara,http://skgames.com,trafficridergame@gmail.com,"Jan 11, 2016","Jul 17, 2020",Everyone,http://www.skgames.net/privacy-policy,True,True,False,2021-06-16 11:18:33
Flipkart Online Shopping App,com.flipkart.android,Shopping,4.4,18956756.0,"100,000,000+",100000000.0,357436703,True,0.0,USD,40M,5.1 and up,Flipkart,http://www.flipkart.com,app-feedback@flipkart.com,"Jul 2, 2011","Jun 14, 2021",Teen,https://www.flipkart.com/pages/privacypolicy,True,False,False,2021-06-15 23:23:46
"Mobile Security, Antivirus & Cleaner by Lookout",com.lookout,Tools,4.7,1102255.0,"100,000,000+",100000000.0,355173972,True,0.0,USD,15M,5.0 and up,Lookout Mobile Security,https://www.lookout.com/,support@lookout.com,,"May 19, 2021",Everyone,https://legaldocs.lookout.com/en/consumer-privacy-policy.pdf,False,True,False,2021-06-16 04:43:26
WeChat,com.tencent.mm,Communication,3.6,6002392.0,"100,000,000+",100000000.0,355091178,True,0.0,USD,Varies with device,5.0 and up,WeChat,http://www.wechat.com,support@wechat.com,"Jan 30, 2011","Jan 06, 2021",Everyone,https://www.wechat.com/mobile/htdocs/en/privacy_policy.html,False,True,False,2021-06-16 09:15:04
Helix Jump,com.h8games.helixjump,Action,4.1,4263266.0,"100,000,000+",100000000.0,354227926,True,0.0,USD,48M,4.4 and up,VOODOO,https://www.voodoo.io,support@voodoo.io,"Mar 12, 2018","Mar 10, 2021",Everyone,https://www.voodoo.io/privacy,True,True,False,2021-06-16 10:44:40
Bubble Shooter,bubbleshooter.orig,Casual,4.3,1519831.0,"100,000,000+",100000000.0,353646852,True,0.0,USD,24M,4.1 and up,Bubble Shooter,https://www.ilyon.net/,supportoriginal@ilyon.net,"Feb 27, 2013","Jun 13, 2021",Everyone,http://www.ilyon.net/privacy-policy/,True,True,False,2021-06-16 01:56:35
Amazon Prime Video,com.amazon.avod.thirdpartyclient,Entertainment,4.3,2770212.0,"100,000,000+",100000000.0,353354827,True,0.0,USD,28M,Varies with device,Amazon Mobile LLC,http://www.primevideo.com,aiv-android-feedback@amazon.com,"Aug 28, 2017","Jun 15, 2021",Teen,http://www.amazon.com/gp/help/customer/display.html?nodeId=468496,True,True,False,2021-06-16 12:49:24
Google Meet - Secure Video Meetings,com.google.android.apps.meetings,Business,3.7,1488120.0,"100,000,000+",100000000.0,352581380,True,0.0,USD,Varies with device,Varies with device,Google LLC,https://support.google.com/a/answer/7126817,apps-help@google.com,"Mar 9, 2017","Jun 10, 2021",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 01:01:58
Homescapes,com.playrix.homescapes,Casual,4.4,10235452.0,"100,000,000+",100000000.0,347192624,True,0.0,USD,150M,4.2 and up,Playrix,https://www.playrix.com/homescapes/index.html,homescapes@playrix.com,"Sep 19, 2017","Jun 07, 2021",Everyone,https://www.playrix.com/privacy/index.html,True,True,True,2021-06-16 13:10:30
Fun Race 3D,com.slippy.linerusher,Racing,4.2,2237452.0,"100,000,000+",100000000.0,340370012,True,0.0,USD,Varies with device,5.0 and up,Good Job Games,https://goodjobgames.com,contact@goodjobgames.com,"May 28, 2019","Dec 02, 2020",Everyone,http://privacy.goodjobgames.com/,True,True,False,2021-06-16 05:14:42
Evernote - Notes Organizer & Daily Planner,com.evernote,Productivity,3.9,1598877.0,"100,000,000+",100000000.0,335257689,True,0.0,USD,Varies with device,Varies with device,Evernote Corporation,http://www.evernote.com,appstore-evernote-android@evernote.com,,"Jun 03, 2021",Everyone,http://evernote.com/privacy/,False,True,True,2021-06-16 06:08:02
"Sweet Selfie Camera, Beauty & Filters Photo Editor",com.cam001.selfie,Photography,4.5,2153781.0,"100,000,000+",100000000.0,334920567,True,0.0,USD,64M,4.4 and up,Selfie Camera & Photo Editor & Beauty Snap,http://www.ufotosoft.com,support@ufotosoft.com,"Oct 26, 2015","Jun 10, 2021",Everyone,http://res.ufotosoft.com/aboutus/src/policy.html,True,True,False,2021-06-16 06:30:46
Moto Actions,com.motorola.actions,Personalization,4.2,93615.0,"100,000,000+",100000000.0,333421008,True,0.0,USD,Varies with device,Varies with device,Motorola Mobility LLC.,http://www.motorola.com,playstor@motorola.com,"Sep 16, 2014","Jun 10, 2021",Everyone,http://www.motorola.com/device-privacy,False,False,False,2021-06-16 12:18:23
Camera360 - Photo Editor + Camera & Sweet selfies,vStudio.Android.Camera360,Photography,,,"100,000,000+",100000000.0,333256234,True,0.0,USD,Varies with device,5.0 and up,PinGuo Inc.,http://www.camera360.com,support@pinguo.us,"Mar 3, 2011","Jun 15, 2021",Everyone,http://www.camera360.com/privacy_en.html,True,True,False,2021-06-15 23:20:06
Google Pay (old app),com.google.android.apps.walletnfcrel,Finance,3.8,1059837.0,"100,000,000+",100000000.0,330675089,True,0.0,USD,Varies with device,Varies with device,Google LLC,https://pay.google.com/about,google-payments@google.com,"Jun 24, 2011","May 03, 2021",Everyone,https://payments.google.com/legaldocument?family=0.privacynotice,False,False,False,2021-06-16 12:52:47
KineMaster - Video Editor,com.nexstreaming.app.kinemasterfree,Video Players & Editors,4.4,4214583.0,"100,000,000+",100000000.0,329150030,True,0.0,USD,95M,6.0 and up,KineMaster Corporation,http://www.kinemaster.com,support@kinemaster.com,"Dec 26, 2013","Jun 15, 2021",Everyone,http://www.kinemaster.com/privacy/en/,True,True,True,2021-06-16 04:57:50
"JioTV – News, Movies, Entertainment, LIVE TV",com.jio.jioplay.tv,Entertainment,4.2,2061.0,"100,000,000+",100000000.0,328894390,True,0.0,USD,15M,4.4 and up,Jio Platforms Limited,https://www.jio.com,jiotv@jio.com,"Sep 13, 2016","May 20, 2021",Everyone,http://apigw.jio.ril.com/help/jioplay/privacypolicy/,True,False,False,2021-06-15 23:33:30
"Avast Antivirus – Scan & Remove Virus, Cleaner",com.avast.android.mobilesecurity,Tools,4.7,6581850.0,"100,000,000+",100000000.0,328586937,True,0.0,USD,51M,5.0 and up,Avast Software,http://www.avast.com/,android@avast.com,"Dec 6, 2011","May 31, 2021",Everyone,http://www.avast.com/privacy-policy,True,True,False,2021-06-16 07:51:20
Traffic Racer,com.skgames.trafficracer,Racing,4.4,6069068.0,"100,000,000+",100000000.0,326314272,True,0.0,USD,59M,4.1 and up,Soner Kara,http://skgames.com/,trafficracergame@gmail.com,"Nov 12, 2013","May 27, 2020",Everyone,http://www.skgames.net/privacy-policy,True,True,False,2021-06-16 11:38:56
Farm Heroes Saga,com.king.farmheroessaga,Casual,4.6,9142288.0,"100,000,000+",100000000.0,323805642,True,0.0,USD,84M,4.4 and up,King,https://farmheroessaga.com,farmheroes.techhelp@king.com,"Dec 10, 2013","Jun 14, 2021",Everyone,https://king.com/privacyPolicy,True,True,False,2021-06-15 23:43:36
Sonic Dash - Endless Running & Racing Game,com.sega.sonicdash,Arcade,4.6,5420814.0,"100,000,000+",100000000.0,321167025,True,0.0,USD,107M,4.4 and up,SEGA,https://www.sega.com,help@segaamerica.com,"Nov 26, 2013","Jun 04, 2021",Everyone,http://www.sega.com/mprivacy,True,True,False,2021-06-16 01:16:41
"SoundCloud - Play Music, Podcasts & New Songs",com.soundcloud.android,Music & Audio,4.6,4886715.0,"100,000,000+",100000000.0,319132635,True,0.0,USD,87M,6.0 and up,SoundCloud,http://soundcloud.com/mobile,contact@soundcloud.com,"Dec 21, 2010","Jun 14, 2021",Teen,http://soundcloud.com/pages/privacy,True,True,False,2021-06-16 02:08:24
Lords Mobile: Tower Defense,com.igg.android.lordsmobile,Strategy,4.3,6608537.0,"100,000,000+",100000000.0,316586554,True,0.0,USD,82M,4.0.3 and up,IGG.COM,http://www.igg.com,help.lordsmobile.android@igg.com,"Mar 21, 2016","Jun 02, 2021",Everyone 10+,https://policies.igg.com/privacy_policy,False,True,True,2021-06-16 00:04:22
Moto Display,com.motorola.motodisplay,Tools,4.3,81051.0,"100,000,000+",100000000.0,311000712,True,0.0,USD,Varies with device,Varies with device,Motorola Mobility LLC.,http://www.motorola.com,playstor@motorola.com,"Sep 16, 2014","Jun 02, 2021",Everyone,http://www.motorola.com/device-privacy,False,False,False,2021-06-15 23:18:08
Kwai - Watch cool and funny videos,com.kwai.video,Video Players & Editors,4.3,11000.0,"100,000,000+",100000000.0,308816130,True,0.0,USD,56M,4.4 and up,KWAI,http://kwai.com,intl@kwai.com,"Mar 2, 2018","Jun 15, 2021",Teen,https://m.kwai.com/public/protocol/privacy,True,True,False,2021-06-16 11:46:48
"Firefox Browser: fast, private & safe web browser",org.mozilla.firefox,Communication,4.4,4021949.0,"100,000,000+",100000000.0,308244554,True,0.0,USD,Varies with device,5.0 and up,Mozilla,https://www.mozilla.org/en-US/firefox/mobile/,firefox-android-feedback@mozilla.com,"Dec 21, 2010","May 28, 2021",Everyone,https://www.mozilla.org/legal/privacy/firefox.html,False,False,False,2021-06-16 08:44:57
Kick the Buddy,com.playgendary.kickthebuddy,Action,4.2,374449.0,"100,000,000+",100000000.0,305907562,True,0.0,USD,Varies with device,Varies with device,Playgendary,http://www.playgendary.com/,support@playgendary.com,"May 22, 2018","Aug 01, 2019",Teen,http://www.playgendary.com/privacy-policy/,True,True,False,2021-06-16 04:11:05
Geometry Dash Lite,com.robtopx.geometryjumplite,Arcade,4.3,6977963.0,"100,000,000+",100000000.0,302542035,True,0.0,USD,58M,4.0 and up,RobTop Games,http://www.robtopgames.com,support@robtopgames.com,"Sep 15, 2013","Dec 11, 2019",Everyone,http://www.robtopgames.com/privacy_policy.pdf,True,False,False,2021-06-16 04:52:15
VK — live chatting & free calls,com.vkontakte.android,Social,3.5,7721999.0,"100,000,000+",100000000.0,302398232,True,0.0,USD,Varies with device,Varies with device,VK.com,https://vk.com/android_app,support@vk.com,"Jun 14, 2011","Jun 09, 2021",Teen,https://vk.com/privacy,True,True,False,2021-06-16 06:14:15
"eBay: Buy, sell, and save on brands you love",com.ebay.mobile,Shopping,4.7,3862416.0,"100,000,000+",100000000.0,302087728,True,0.0,USD,Varies with device,Varies with device,eBay Mobile,http://www.ebay.com,androidhelp@ebay.com,"Feb 17, 2010","Jun 09, 2021",Teen,http://ebay.to/1ur6UQ4,True,False,True,2021-06-16 00:18:57
"Asphalt 8 Racing Game - Drive, Drift at Real Speed",com.gameloft.android.ANMP.GloftA8HM,Racing,4.3,9553638.0,"100,000,000+",100000000.0,301248154,True,0.0,USD,171M,5.0 and up,Gameloft SE,http://www.gameloft.com/,android.support@gameloft.com,"Aug 20, 2013","Apr 13, 2021",Everyone 10+,http://www.gameloft.com/privacy-notice/,True,True,True,2021-06-16 09:48:26
"Paytm -UPI, Money Transfer, Recharge, Bill Payment",net.one97.paytm,Finance,4.5,8851930.0,"100,000,000+",100000000.0,300940960,True,0.0,USD,44M,5.0 and up,Paytm - One97 Communications Ltd.,https://paytm.com,app.feedback@paytm.com,"Apr 30, 2012","Jun 11, 2021",Everyone,https://paytm.com/about-us/our-policies/#tandc,True,False,True,2021-06-16 08:02:04
GO Launcher - 3D parallax Themes & HD Wallpapers,com.gau.go.launcherex,Personalization,4.5,7569043.0,"100,000,000+",100000000.0,300860785,True,0.0,USD,56M,5.0 and up,GOMO Live,http://www.gomo.com,golauncher@goforandroid.com,"Jan 22, 2011","Mar 05, 2021",Everyone,http://resource.gomocdn.com/GOMO_Limited/GOLauncher_privacy.html,True,True,False,2021-06-16 14:39:58
"Deezer Music Player: Songs, Playlists & Podcasts",deezer.android.app,Music & Audio,4.5,2560264.0,"100,000,000+",100000000.0,300607105,True,0.0,USD,Varies with device,Varies with device,Deezer Music,http://www.deezer.com/,support@deezer.com,,"Jun 14, 2021",Teen,https://www.deezer.com/legal/personal-datas,True,True,False,2021-06-15 23:46:43
Shadow Fight 2,com.nekki.shadowfight,Action,4.6,14291156.0,"100,000,000+",100000000.0,298137172,True,0.0,USD,142M,4.4 and up,Nekki - Action and Fighting Games,http://support.shadowfight2.com,support@nekki.mail.helpshift.com,"Jul 22, 2014","May 19, 2021",Everyone 10+,http://nekki.ru/privacy.php,True,True,False,2021-06-15 21:01:31
YouCam Makeup - Selfie Editor & Magic Makeover Cam,com.cyberlink.youcammakeup,Photography,4.5,4038096.0,"100,000,000+",100000000.0,296129485,True,0.0,USD,Varies with device,Varies with device,Perfect Mobile Corp.,https://www.perfectcorp.com/consumer,YouCamMakeup_android@perfectcorp.com,"Aug 7, 2014","Jun 06, 2021",Everyone,https://www.perfectcorp.com/stat/BeautyCircle/enu/privacy.html?utm_source=ymk&utm_medium=android&utm_campaign=policypage,True,True,True,2021-06-15 22:39:12
Subway Princess Runner,com.rioo.runnersubway,Arcade,4.1,895738.0,"100,000,000+",100000000.0,295529945,True,0.0,USD,77M,4.1 and up,Ivy,http://www.ivymobilegame.com,help@ivymobile.com,"Jun 2, 2017","Apr 27, 2021",Teen,https://sites.google.com/view/subwayrunnerprincess/,True,True,False,2021-06-16 12:14:51
Smule: Social Karaoke Singing,com.smule.singandroid,Music & Audio,3.8,294383.0,"100,000,000+",100000000.0,294622295,True,0.0,USD,98M,5.0 and up,Smule,http://www.smule.com,support+googleplaystore@smule.com,"Dec 27, 2012","Jun 14, 2021",Teen,https://www.smule.com/en/privacy,True,True,False,2021-06-16 02:11:30
Stack Ball - Blast through platforms,com.azurgames.stackball,Arcade,4.1,913025.0,"100,000,000+",100000000.0,292452121,True,0.0,USD,40M,5.0 and up,CASUAL AZUR GAMES,https://aigames.ae/,info@aigames.ae,"Mar 21, 2019","Jun 09, 2021",Everyone,https://www.aigames.ae/policy,True,True,False,2021-06-16 02:35:21
Real Racing  3,com.ea.games.r3_row,Racing,4.3,6670428.0,"100,000,000+",100000000.0,290620964,True,0.0,USD,44M,4.1 and up,ELECTRONIC ARTS,http://ea.com/android,help@eamobile.com,,"Jun 07, 2021",Everyone,http://privacy.ea.com/en,False,True,True,2021-06-16 09:57:38
ShareChat - Made in India,in.mohalla.sharechat,Social,4.3,2566063.0,"100,000,000+",100000000.0,289413452,True,0.0,USD,Varies with device,Varies with device,ShareChat,https://support.sharechat.com/,contact@sharechat.co,"Dec 19, 2014","Jun 11, 2021",Teen,https://privacy.sharechat.com/,True,True,False,2021-06-16 05:11:45
SnackVideo,com.kwai.bulldog,Video Players & Editors,4.5,2996741.0,"100,000,000+",100000000.0,288204275,True,0.0,USD,55M,4.3 and up,Joyo Technology Pte. Ltd.,,support-feedback@snackvideo.com,"Aug 7, 2019","Jun 15, 2021",Teen,http://m.snackvideo.com/public/protocol/privacy?appType=slide,True,False,False,2021-06-16 03:23:36
Tango – Live Streams & Live Video Chats: Go Live,com.sgiggle.production,Social,4.3,3866721.0,"100,000,000+",100000000.0,287426369,True,0.0,USD,Varies with device,7.0 and up,Tango,http://www.tango.me,support@tango.me,"Sep 29, 2010","Jun 14, 2021",Mature 17+,http://www.tango.me/privacy-policy/,False,True,False,2021-06-15 21:34:11
"Badoo — The Dating App to Chat, Date & Meet People",com.badoo.mobile,Dating,4.0,5503151.0,"100,000,000+",100000000.0,286283642,True,0.0,USD,56M,5.0 and up,Badoo,http://www.badoo.com,android.support@badoo.com,"Dec 17, 2010","Jun 14, 2021",Mature 17+,http://badoo.com/privacy/,True,True,False,2021-06-16 06:18:10
Moto,com.motorola.moto,Personalization,4.2,59248.0,"100,000,000+",100000000.0,285479844,True,0.0,USD,55M,,Motorola Mobility LLC.,http://www.motorola.com,playstor@motorola.com,"Sep 16, 2014","Apr 22, 2021",Everyone,http://www.motorola.com/device-privacy,False,False,False,2021-06-16 08:55:26
Township,com.playrix.township,Casual,4.2,8327479.0,"100,000,000+",100000000.0,283968815,True,0.0,USD,146M,4.2 and up,Playrix,https://www.playrix.com/township/index.html,support@playrix.com,"Nov 8, 2013","May 28, 2021",Everyone,https://www.playrix.com/privacy/index.html,True,True,True,2021-06-16 07:49:28
Google Korean Input,com.google.android.inputmethod.korean,Tools,3.9,74002.0,"100,000,000+",100000000.0,283764742,True,0.0,USD,Varies with device,7.1 and up,Google LLC,http://www.google.com/inputtools/,apps-help@google.com,"Oct 4, 2010","Jun 25, 2018",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 12:16:02
"VideoShow Video Editor, Video Maker, Photo Editor",com.xvideostudio.videoeditor,Video Players & Editors,4.6,5622183.0,"100,000,000+",100000000.0,282291569,True,0.0,USD,41M,5.0 and up,VideoShow EnjoyMobi Video Editor & Video Maker Inc,https://videoshowapp.com,support@enjoy-global.com,"Aug 31, 2013","Jun 11, 2021",Everyone,https://d10nkoc3mu17gd.cloudfront.net/privacy/VideoShow_Privacy_Policy_en.html,True,True,False,2021-06-16 12:07:10
Pooking - Billiards City,com.billiards.city.pool.nation.club,Sports,4.4,2671414.0,"100,000,000+",100000000.0,280522436,True,0.0,USD,43M,4.1 and up,MOUNTAIN GAME,http://billiardscity.net/,zhangli332211@gmail.com,"May 15, 2017","Jun 16, 2021",Everyone,https://sites.google.com/site/billiardscityprivacy/,True,False,False,2021-06-16 11:35:58
